Time Step,Time (minutes),Path Length,Distance,Time of Signal (milliseconds)
502,167.0166667,11,6.751096,22.51923229
503,167.35,11,6.607321,22.03965051
504,167.6833333,10,6.92538,23.10058114
505,168.0166667,10,6.957422,23.20746174
506,168.35,10,7.046094,23.5032397
507,168.6833333,11,6.622217,22.08933822
508,169.0166667,11,6.617411,22.07330713
509,169.35,10,6.943573,23.16126645
510,169.6833333,10,7.003498,23.36115474
511,170.0166667,11,6.750998,22.5189054
512,170.35,11,6.617043,22.07207961
513,170.6833333,11,6.624633,22.09739713
514,171.0166667,10,6.970802,23.25209262
515,171.35,10,7.055403,23.53429118
516,171.6833333,11,6.636841,22.13811863
517,172.0166667,11,6.619291,22.07957813
518,172.35,10,6.966201,23.23674534
519,172.6833333,10,7.010574,23.38475773
520,173.0166667,11,6.770432,22.58373024
521,173.35,11,6.630771,22.11787129
522,173.6833333,11,6.629898,22.11495928
523,174.0166667,10,6.992285,23.32375219
524,174.35,10,7.049658,23.51512792
525,174.6833333,11,6.747636,22.50769097
526,175.0166667,11,6.629493,22.11360834
527,175.35,9,6.87269,22.92482621
528,175.6833333,10,7.022148,23.42336444
529,176.0166667,12,7.07603,23.60309545
530,176.35,11,6.644988,22.1652941
531,176.6833333,11,6.632787,22.12459594
532,177.0166667,10,7.014116,23.39657257
533,177.35,10,7.068637,23.57843505
534,177.6833333,11,6.758925,22.54534702
535,178.0166667,11,6.638649,22.14414947
536,178.35,9,6.890729,22.98499784
537,178.6833333,10,7.048343,23.51074155
538,179.0166667,12,7.0868,23.6390203
539,179.35,11,6.661701,22.22104267
540,179.6833333,11,6.64586,22.16820278
541,180.0166667,10,7.040956,23.48610117
542,180.35,12,7.088037,23.64314649
543,180.6833333,11,6.773614,22.59434425
544,181.0166667,11,6.655834,22.20147246
545,181.35,9,6.916929,23.07239163
546,181.6833333,10,7.066819,23.57237086
547,182.0166667,12,7.097116,23.67343077
548,182.35,11,6.685959,22.30195864
549,182.6833333,11,6.657518,22.20708968
550,183.0166667,9,6.986712,23.30516267
551,183.35,12,7.104162,23.6969337
552,183.6833333,12,7.122225,23.75718538
553,184.0166667,11,6.672915,22.25844854
554,184.35,9,6.93877,23.14524537
555,184.6833333,10,7.100445,23.68453512
556,185.0166667,12,7.115976,23.73634096
557,185.35,11,6.763275,22.55985706
558,185.6833333,11,6.675239,22.26620057
559,186.0166667,9,7.007338,23.3739636
560,186.35,12,7.12822,23.77718255
561,186.6833333,12,7.145201,23.83382507
562,187.0166667,11,6.693592,22.32741959
563,187.35,9,6.960637,23.21818583
564,187.6833333,9,7.100932,23.68615958
565,188.0166667,12,7.134252,23.79730313
566,188.35,11,6.782082,22.62259046
567,188.6833333,11,6.689877,22.31502768
568,189.0166667,9,7.046525,23.50467736
569,189.35,12,7.146677,23.83874847
570,189.6833333,12,7.159193,23.88049735
571,190.0166667,11,6.711563,22.38736439
572,190.35,9,6.985739,23.30191709
573,190.6833333,9,7.130249,23.78395056
574,191.0166667,12,7.151111,23.8535387
575,191.35,11,6.781679,22.6212462
576,191.6833333,10,7.200883,24.01956023
577,192.0166667,9,7.069251,23.58048314
578,192.35,12,7.147722,23.84223422
579,192.6833333,12,7.139972,23.816383
580,193.0166667,11,6.69559,22.3340842
581,193.35,9,7.030963,23.45276811
582,193.6833333,12,7.164791,23.89917027
583,194.0166667,12,7.127851,23.7759517
584,194.35,11,6.758533,22.54403945
585,194.6833333,11,6.668429,22.24348486
586,195.0166667,9,7.117148,23.74025033
587,195.35,12,7.127441,23.77458408
588,195.6833333,12,7.112683,23.72535669
589,196.0166667,11,6.675472,22.26697778
590,196.35,12,7.24575,24.16922043
591,196.6833333,12,7.146849,23.8393222
592,197.0166667,12,7.102356,23.69090953
593,197.35,11,6.992347,23.323959
594,197.6833333,11,6.653301,22.19302328
595,198.0166667,9,7.148902,23.84617027
596,198.35,12,7.108037,23.70985931
597,198.6833333,12,7.086645,23.63850327
598,199.0166667,11,6.680268,22.28297551
599,199.35,11,6.639966,22.14854251
600,199.6833333,12,7.136247,23.80395774
601,200.0166667,12,7.081216,23.62039408
602,200.35,11,6.964139,23.22986724
603,200.6833333,11,6.639296,22.14630763
604,201.0166667,12,7.171668,23.92210947
605,201.35,12,7.092937,23.65949113
606,201.6833333,12,7.064687,23.56525927
607,202.0166667,11,6.682122,22.28915979
608,202.35,11,6.62847,22.11019598
609,202.6833333,12,7.12647,23.77134518
610,203.0166667,12,7.06221,23.55699689
611,203.35,12,7.064822,23.56570958
612,203.6833333,11,6.627573,22.10720391
613,204.0166667,11,6.63097,22.11853508
614,204.35,12,7.079801,23.61567415
615,204.6833333,12,7.045874,23.50250586
616,205.0166667,11,6.668913,22.24509931
617,205.35,11,6.619741,22.08107917
618,205.6833333,12,7.110823,23.7191524
619,206.0166667,12,7.045032,23.49969725
620,206.35,11,6.904239,23.03006235
621,206.6833333,11,6.619545,22.08042539
622,207.0166667,11,6.622244,22.08942828
623,207.35,12,7.066546,23.57146023
624,207.6833333,12,7.032486,23.4578483
625,208.0166667,11,6.659201,22.21270356
626,208.35,11,6.613684,22.06087519
627,208.6833333,12,7.112692,23.72538671
628,209.0166667,12,7.03618,23.47017015
629,209.35,12,7.033601,23.46156754
630,209.6833333,11,6.617075,22.07218635
631,210.0166667,11,6.617661,22.07414104
632,210.35,12,7.064549,23.56479895
633,210.6833333,12,7.021879,23.42246715
634,211.0166667,11,6.84,22.81578411
635,211.35,11,6.611164,22.05246938
636,211.6833333,11,6.620928,22.08503858
637,212.0166667,12,7.03493,23.4660006
638,212.35,12,7.023506,23.42789424
639,212.6833333,11,6.637761,22.14118742
640,213.0166667,11,6.613012,22.05863364
641,213.35,12,7.063955,23.56281758
642,213.6833333,12,7.018358,23.41072236
643,214.0166667,11,6.827996,22.77574308
644,214.35,11,6.611469,22.05348675
645,214.6833333,11,6.611724,22.05433734
646,215.0166667,12,7.031864,23.45577353
647,215.35,12,7.017706,23.40854752
648,215.6833333,11,6.637298,22.13964302
649,216.0166667,11,6.609785,22.04786953
650,216.35,12,7.067587,23.57493263
651,216.6833333,10,6.886831,22.97199551
652,217.0166667,11,6.820652,22.75124613
653,217.35,11,6.613914,22.06164239
654,217.6833333,11,6.606154,22.03575782
655,218.0166667,10,6.871916,22.92224443
656,218.35,10,6.922754,23.09182174
657,218.6833333,11,6.639388,22.14661451
658,219.0166667,11,6.606905,22.03826288
659,219.35,12,7.08265,23.62517739
660,219.6833333,10,6.892975,22.99248969
661,220.0166667,10,6.975769,23.26866075
662,220.35,11,6.618219,22.07600233
663,220.6833333,11,6.603651,22.02740871
664,221.0166667,10,6.884043,22.96269575
665,221.35,10,6.932569,23.12456106
666,221.6833333,11,6.646544,22.17048436
667,222.0166667,11,6.607646,22.04073459
668,222.35,10,6.891949,22.98906732
669,222.6833333,10,6.907461,23.04080979
670,223.0166667,10,6.979232,23.28021207
671,223.35,11,6.616106,22.06895412
672,223.6833333,11,6.605017,22.03196519
673,224.0166667,10,6.899131,23.0130239
674,224.35,10,6.937284,23.14028861
675,224.6833333,11,6.76647,22.57051443
676,225.0166667,11,6.60743,22.0400141
677,225.35,11,6.613325,22.0596777
678,225.6833333,10,6.920409,23.08399966
679,226.0166667,10,6.995705,23.33516009
680,226.35,11,6.624435,22.09673667
681,226.6833333,11,6.608767,22.04447385
682,227.0166667,10,6.917432,23.07406946
683,227.35,10,6.957682,23.20832901
684,227.6833333,11,6.766511,22.57065119
685,228.0166667,11,6.614652,22.06410409
686,228.35,11,6.617021,22.07200623
687,228.6833333,10,6.93555,23.1345046
688,229.0166667,10,7.006706,23.37185547
689,229.35,11,6.645988,22.16862974
690,229.6833333,11,6.614075,22.06217943
691,230.0166667,10,6.938638,23.14480506
692,230.35,10,6.970918,23.25247955
693,230.6833333,11,6.774634,22.59774661
694,231.0166667,11,6.621226,22.0860326
695,231.35,11,6.62324,22.09275058
696,231.6833333,10,6.954399,23.1973781
697,232.0166667,10,7.013342,23.39399079
698,232.35,11,6.746343,22.50337799
699,232.6833333,11,6.622986,22.09190333
700,233.0166667,10,6.962363,23.22394315
701,233.35,10,6.985201,23.30012251
702,233.6833333,10,7.075552,23.60150101
703,234.0166667,11,6.636691,22.13761829
704,234.35,11,6.634162,22.12918245
705,234.6833333,10,6.977163,23.27331063
706,235.0166667,10,7.026378,23.4374742
707,235.35,11,6.755813,22.53496651
708,235.6833333,11,6.632974,22.12521971
709,236.0166667,9,6.865414,22.90055609
710,236.35,10,7.010547,23.38466767
711,236.6833333,12,7.079702,23.61534392
712,237.0166667,11,6.647848,22.17483403
713,237.35,11,6.639754,22.14783535
714,237.6833333,10,7.007118,23.37322976
715,238.0166667,10,7.05544,23.5344146
716,238.35,11,6.769278,22.57988091
717,238.6833333,11,6.648073,22.17558455
718,239.0166667,9,6.870989,22.91915229
719,239.35,10,7.036753,23.47208148
720,239.6833333,12,7.089511,23.64806322
721,240.0166667,11,6.672771,22.25796821
722,240.35,11,6.652013,22.18872698
723,240.6833333,9,6.952718,23.19177089
724,241.0166667,10,7.079121,23.61340591
725,241.35,11,6.782609,22.62434834
726,241.6833333,11,6.663638,22.2275038
727,242.0166667,9,6.905403,23.03394504
728,242.35,10,7.065296,23.56729068
729,242.6833333,12,7.098547,23.67820407
730,243.0166667,11,6.686714,22.30447705
731,243.35,11,6.660807,22.2180606
732,243.6833333,9,6.983944,23.29592961
733,244.0166667,10,7.106658,23.70525946
734,244.35,12,7.118559,23.74495692
735,244.6833333,11,6.680792,22.28472339
736,245.0166667,9,6.9335,23.12766654
737,245.35,10,7.093216,23.66042177
738,245.6833333,12,7.115178,23.73367912
739,246.0166667,11,6.771646,22.58777971
740,246.35,11,6.678148,22.27590395
741,246.6833333,9,7.003001,23.35949692
742,247.0166667,12,7.128581,23.77838671
743,247.35,12,7.131956,23.7896445
744,247.6833333,11,6.696728,22.33788016
745,248.0166667,9,6.962275,23.22364961
746,248.35,9,7.111656,23.72193099
747,248.6833333,12,7.129874,23.7826997
748,249.0166667,11,6.78724,22.63979569
749,249.35,10,7.161787,23.88915001
750,249.6833333,9,7.045249,23.50042108
751,250.0166667,12,7.148958,23.84635707
752,250.35,12,7.151599,23.8551665
753,250.6833333,11,6.717546,22.40732153
754,251.0166667,9,6.995224,23.33355564
755,251.35,9,7.144702,23.83216058
756,251.6833333,12,7.137579,23.80840081
757,252.0166667,11,6.793177,22.6595994
758,252.35,10,7.210346,24.0511254
759,252.6833333,9,7.071992,23.58962613
760,253.0166667,12,7.136482,23.80474161
761,253.35,12,7.135178,23.80039194
762,253.6833333,11,6.705884,22.36842129
763,254.0166667,9,7.021434,23.42098279
764,254.35,12,7.153235,23.86062361
765,254.6833333,12,7.117013,23.73980002
766,255.0166667,11,6.77527,22.59986807
767,255.35,11,6.673416,22.2601197
768,255.6833333,9,7.096055,23.66989166
769,256.0166667,12,7.117327,23.74084741
770,256.35,12,7.110425,23.71782482
771,256.6833333,11,6.728943,22.44533783
772,257.0166667,10,7.25064,24.18553171
773,257.35,12,7.140925,23.81956187
774,257.6833333,12,7.098064,23.67659296
775,258.0166667,12,7.11516,23.73361908
776,258.35,11,6.656251,22.20286342
777,258.6833333,9,7.149114,23.84687743
778,259.0166667,12,7.104792,23.69903515
779,259.35,12,7.091601,23.65503471
780,259.6833333,11,6.707681,22.37441544
781,260.0166667,11,6.637043,22.13879243
782,260.35,12,7.128238,23.77724259
783,260.6833333,12,7.083627,23.62843631
784,261.0166667,12,7.093951,23.66287347
785,261.35,11,6.640876,22.15157794
786,261.6833333,12,7.175657,23.93541535
787,262.0166667,12,7.091175,23.65361373
788,262.35,12,7.071919,23.58938263
789,262.6833333,11,6.690498,22.31709912
790,263.0166667,11,6.621909,22.08831084
791,263.35,12,7.120546,23.75158484
792,263.6833333,12,7.069743,23.58212427
793,264.0166667,12,7.075793,23.6023049
794,264.35,11,6.627833,22.10807118
795,264.6833333,11,6.615574,22.06717956
796,265.0166667,12,7.08626,23.63721905
797,265.35,12,7.057832,23.54239345
798,265.6833333,11,6.673067,22.25895556
799,266.0166667,11,6.610381,22.04985757
800,266.35,12,7.116242,23.73722824
801,266.6833333,12,7.059276,23.54721012
802,267.0166667,12,7.055964,23.53616247
803,267.35,11,6.642688,22.15762212
804,267.6833333,11,6.605431,22.03334615
805,268.0166667,12,7.084798,23.63234235
806,268.35,12,7.045894,23.50257257
807,268.6833333,11,6.860832,22.88527218
808,269.0166667,11,6.603574,22.02715186
809,269.35,12,7.12187,23.75600123
810,269.6833333,12,7.054217,23.53033511
811,270.0166667,12,7.038964,23.47945658
812,270.35,11,6.635536,22.13376562
813,270.6833333,11,6.599234,22.01267518
814,271.0166667,12,7.083137,23.62680185
815,271.35,12,7.03617,23.4701368
816,271.6833333,11,6.840269,22.8166814
817,272.0166667,11,6.597683,22.0075016
818,272.35,11,6.608119,22.04231235
819,272.6833333,12,7.050674,23.51851693
820,273.0166667,12,7.028251,23.44372186
821,273.35,11,6.631571,22.1205398
822,273.6833333,11,6.595676,22.00080697
823,274.0166667,12,7.076305,23.60401275
824,274.35,12,7.027503,23.4412268
825,274.6833333,11,6.830612,22.78446911
826,275.0166667,11,6.597188,22.00585046
827,275.35,11,6.605389,22.03320605
828,275.6833333,12,7.04815,23.51009778
829,276.0166667,10,6.934544,23.13114895
830,276.35,11,6.628974,22.11187714
831,276.6833333,11,6.595569,22.00045006
832,277.0166667,12,7.085347,23.63417361
833,277.35,10,6.896509,23.00427785
834,277.6833333,11,6.816792,22.73837056
835,278.0166667,11,6.59948,22.01349575
836,278.35,11,6.607072,22.03881994
837,278.6833333,10,6.882459,22.95741209
838,279.0166667,10,6.933079,23.12626224
839,279.35,11,6.630809,22.11799805
840,279.6833333,11,6.599256,22.01274857
841,280.0166667,12,7.095142,23.66684622
842,280.35,10,6.907112,23.03964565
843,280.6833333,10,6.978942,23.27924474
844,281.0166667,11,6.604791,22.03121134
845,281.35,11,6.610136,22.04904034
846,281.6833333,10,6.894699,22.99824034
847,282.0166667,10,6.940091,23.14965175
848,282.35,11,6.770741,22.58476095
849,282.6833333,11,6.604456,22.0300939
850,283.0166667,11,6.624939,22.09841783
851,283.35,10,6.920536,23.08442329
852,283.6833333,10,6.989765,23.31534638
853,284.0166667,11,6.611936,22.05504449
854,284.35,11,6.608542,22.04372333
855,284.6833333,10,6.91286,23.05881891
856,285.0166667,10,6.949761,23.1819074
857,285.35,11,6.764097,22.56259896
858,285.6833333,11,6.609276,22.04617169
859,286.0166667,11,6.622427,22.0900387
860,286.35,10,6.930848,23.11882042
861,286.6833333,10,6.991822,23.32220779
862,287.0166667,11,6.633456,22.12682749
863,287.35,11,6.614534,22.06371049
864,287.6833333,10,6.932895,23.12564848
865,288.0166667,10,6.960791,23.21869952
866,288.35,11,6.764174,22.5628558
867,288.6833333,11,6.615431,22.06670256
868,289.0166667,11,6.621818,22.0880073
869,289.35,10,6.947424,23.17411201
870,289.6833333,10,7.008478,23.37776623
871,290.0166667,11,6.64261,22.15736194
872,290.35,11,6.618088,22.07556536
873,290.6833333,10,6.954254,23.19689443
874,291.0166667,10,6.975516,23.26781683
875,291.35,11,6.77107,22.58585838
876,291.6833333,11,6.626982,22.10523255
877,292.0166667,11,6.626619,22.10402171
878,292.35,10,6.966582,23.23801621
879,292.6833333,10,7.025362,23.43408519
880,293.0166667,11,6.660262,22.21624268
881,293.35,11,6.626873,22.10486896
882,293.6833333,10,6.973939,23.26255653
883,294.0166667,10,6.996808,23.3388393
884,294.35,11,6.775136,22.5994211
885,294.6833333,11,6.639181,22.14592403
886,295.0166667,11,6.631225,22.11938567
887,295.35,10,6.988618,23.3115204
888,295.6833333,10,7.037252,23.47374596
889,296.0166667,11,6.674812,22.26477625
890,296.35,11,6.631835,22.12142041
891,296.6833333,9,6.892455,22.99075516
892,297.0166667,10,7.01781,23.40889443
893,297.35,12,7.091228,23.65379052
894,297.6833333,11,6.648724,22.17775605
895,298.0166667,11,6.640362,22.14986342
896,298.35,10,7.014536,23.39797354
897,298.6833333,10,7.068546,23.57813151
898,299.0166667,11,6.759197,22.54625432
899,299.35,11,6.646919,22.17173522
900,299.6833333,9,6.913366,23.06050675
901,300.0166667,10,7.043716,23.49530754
902,300.35,12,7.103761,23.6955961
903,300.6833333,11,6.665733,22.23449197
904,301.0166667,11,6.651255,22.18619856
905,301.35,9,6.987597,23.30811471
906,301.6833333,10,7.084533,23.6314584
907,302.0166667,11,6.777041,22.60577549
908,302.35,11,6.657105,22.20571206
909,302.6833333,9,6.937933,23.14245344
910,303.0166667,10,7.073724,23.59540346
911,303.35,12,7.11392,23.72948288
912,303.6833333,11,6.680185,22.28269865
913,304.0166667,9,6.896874,23.00549536
914,304.35,9,7.02635,23.4373808
915,304.6833333,12,7.118323,23.74416971
916,305.0166667,11,6.780524,22.61739353
917,305.35,11,6.676924,22.27182113
918,305.6833333,9,6.969938,23.24921063
919,306.0166667,10,7.106827,23.70582318
920,306.35,12,7.130472,23.78469441
921,306.6833333,11,6.711793,22.38813159
922,307.0166667,9,6.922744,23.09178839
923,307.35,9,7.043054,23.49309935
924,307.6833333,12,7.135924,23.80288032
925,308.0166667,11,6.796601,22.67102063
926,308.35,11,6.69344,22.32691257
927,308.6833333,9,6.995137,23.33326544
928,309.0166667,10,7.135995,23.80311716
929,309.35,12,7.14145,23.82131308
930,309.6833333,11,6.774205,22.59631562
931,310.0166667,10,7.169543,23.91502124
932,310.35,9,7.070035,23.58309828
933,310.6833333,12,7.148451,23.8446659
934,311.0166667,12,7.154356,23.86436286
935,311.35,11,6.715099,22.39915922
936,311.6833333,9,7.020125,23.41661644
937,312.0166667,12,7.159396,23.88117449
938,312.35,12,7.128267,23.77733932
939,312.6833333,11,6.765615,22.56766246
940,313.0166667,10,7.211395,24.05462448
941,313.35,9,7.093464,23.66124901
942,313.6833333,12,7.125536,23.76822969
943,314.0166667,12,7.12544,23.76790946
944,314.35,11,6.697847,22.34161274
945,314.6833333,9,7.048837,23.51238936
946,315.0166667,12,7.141366,23.82103288
947,315.35,12,7.103108,23.69341793
948,315.6833333,11,6.748936,22.5120273
949,316.0166667,11,6.679797,22.28140442
950,316.35,9,7.137883,23.80941485
951,316.6833333,12,7.101604,23.68840113
952,317.0166667,12,7.100251,23.683888
953,317.35,11,6.685328,22.29985385
954,317.6833333,12,7.225597,24.10199726
955,318.0166667,12,7.12366,23.76197202
956,318.35,12,7.082291,23.62397989
957,318.6833333,11,6.737606,22.47423449
958,319.0166667,11,6.661317,22.21976178
959,319.35,12,7.164583,23.89847646
960,319.6833333,12,7.08766,23.64188895
961,320.0166667,12,7.077821,23.60906958
962,320.35,11,6.672023,22.25547315
963,320.6833333,11,6.641074,22.1522384
964,321.0166667,12,7.108659,23.71193407
965,321.35,12,7.064167,23.56352474
966,321.6833333,11,6.945786,23.16864823
967,322.0166667,11,6.648632,22.17744917
968,322.35,12,7.149355,23.84768132
969,322.6833333,12,7.070823,23.58572676
970,323.0166667,12,7.060369,23.55085597
971,323.35,11,6.694116,22.32916747
972,323.6833333,11,6.625999,22.10195361
973,324.0166667,12,7.101119,23.68678334
974,324.35,12,7.051126,23.52002464
975,324.6833333,12,7.074224,23.59707128
976,325.0166667,11,6.630043,22.11544294
977,325.35,11,6.617349,22.07310032
978,325.6833333,12,7.061144,23.55344109
979,326.0166667,12,7.048328,23.51069152
980,326.35,11,6.678616,22.27746503
981,326.6833333,11,6.613647,22.06075178
982,327.0166667,12,7.090755,23.65221276
983,327.35,12,7.041214,23.48696177
984,327.6833333,12,7.062321,23.55736714
985,328.0166667,11,6.620498,22.08360425
986,328.35,11,6.606993,22.03855642
987,328.6833333,12,7.054214,23.5303251
988,329.0166667,12,7.039101,23.47991356
989,329.35,11,6.66736,22.23991906
990,329.6833333,11,6.603823,22.02798244
991,330.0166667,12,7.097433,23.67448817
992,330.35,12,7.036159,23.47010011
993,330.6833333,12,7.050488,23.5178965
994,331.0166667,11,6.612579,22.05718931
995,331.35,11,6.597747,22.00771508
996,331.6833333,12,7.057925,23.54270367
997,332.0166667,12,7.034108,23.46325871
998,332.35,11,6.835813,22.80181778
999,332.6833333,11,6.598904,22.01157442